,batch,grao,temp_amb,umid_amb,peso,timex,temp2,charge_bt_modificado,massa_grao,categoria_massa
162,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",384.64655685,158.20637987,215.23087253,2000,Acima de 2000
163,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",386.64610185,158.67641881,215.23087253,2000,Acima de 2000
164,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",388.6457412,159.17284019,215.23087253,2000,Acima de 2000
165,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",390.6462962,159.65307946,215.23087253,2000,Acima de 2000
166,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",392.64568465,160.14918037,215.23087253,2000,Acima de 2000
167,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",394.64632735,160.71865,215.23087253,2000,Acima de 2000
168,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",396.64572795,161.10798056,215.23087253,2000,Acima de 2000
169,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",398.646117,161.58277528,215.23087253,2000,Acima de 2000
170,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",400.6464669,162.08795511,215.23087253,2000,Acima de 2000
171,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",402.6458835,162.63229686,215.23087253,2000,Acima de 2000
172,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",404.6465381,163.0963857,215.23087253,2000,Acima de 2000
173,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",406.6462456,163.55278559,215.23087253,2000,Acima de 2000
174,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",408.6457178,164.02497246,215.23087253,2000,Acima de 2000
175,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",410.6460574,164.50561526,215.23087253,2000,Acima de 2000
176,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",412.6457228,164.97462543,215.23087253,2000,Acima de 2000
177,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",414.6461123,165.51347204,215.23087253,2000,Acima de 2000
178,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",416.6454461,165.88455655,215.23087253,2000,Acima de 2000
179,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",418.6467088,166.31018383,215.23087253,2000,Acima de 2000
180,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",420.64601345,166.70653872,215.23087253,2000,Acima de 2000
181,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",422.64633145,167.19770483,215.23087253,2000,Acima de 2000
182,0,cafe_saulo_especial,30.7,0.61,"[2000.0, 1715.0, 'g']",424.64588655,167.60535982,215.23087253,2000,Acima de 2000
